Electricity Pricing [$],6h Prediction Electricity Pricing [$],12h Prediction Electricity Pricing [$],24h Prediction Electricity Pricing [$]
0.01,0.01,0.01,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.02
0.01,0.01,0.02,0.01
0.01,0.01,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.02
0.01,0.02,0.02,0.03
0.01,0.02,0.02,0.04
0.02,0.02,0.02,0.04
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.02,0.03
0.02,0.02,0.01,0.03
0.02,0.02,0.01,0.03
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.01,0.03,0.02
0.02,0.01,0.04,0.02
0.02,0.01,0.04,0.02
0.02,0.01,0.03,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.03,0.02
0.01,0.03,0.03,0.02
0.01,0.04,0.03,0.01
0.01,0.04,0.02,0.01
0.01,0.03,0.02,0.01
0.02,0.03,0.02,0.02
0.02,0.03,0.02,0.02
0.03,0.03,0.02,0.02
0.04,0.03,0.02,0.02
0.04,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.01,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.02
0.02,0.01,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.02,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.02,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0
0.01,0.01,0.01,0
0.01,0.01,0.01,0
0.01,0.01,0.01,0
0.01,0.01,0.01,0
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0,0.01
0.01,0.01,0,0.01
0.01,0.01,0,0.01
0.01,0.01,0,0.01
0.01,0.01,0,0.01
0.01,0.01,0.01,0.01
0.01,0,0.01,0.02
0.01,0,0.01,0.02
0.01,0,0.01,0.02
0.01,0,0.01,0.02
0.01,0,0.01,0.02
0.01,0.01,0.01,0.02
0,0.01,0.01,0.02
0,0.01,0.01,0.02
0,0.01,0.01,0.02
0,0.01,0.01,0.02
0,0.01,0.01,0.03
0.01,0.01,0.01,0.03
0.01,0.01,0.02,0.05
0.01,0.01,0.02,0.05
0.01,0.01,0.02,0.4
0.01,0.01,0.02,0.28
0.01,0.01,0.02,0.28
0.01,0.01,0.02,0.28
0.01,0.02,0.02,0.27
0.01,0.02,0.02,0.27
0.01,0.02,0.02,0.28
0.01,0.02,0.02,0.28
0.01,0.02,0.03,0.28
0.01,0.02,0.03,0.28
0.02,0.02,0.05,0.39
0.02,0.02,0.05,0.4
0.02,0.02,0.4,0.41
0.02,0.02,0.28,0.1
0.02,0.03,0.28,0.06
0.02,0.03,0.28,0.06
0.02,0.05,0.27,0.09
0.02,0.05,0.27,0.07
0.02,0.4,0.28,0.06
0.02,0.28,0.28,0.05
0.03,0.28,0.28,0.05
0.03,0.28,0.28,0.05
0.05,0.27,0.39,0.05
0.05,0.27,0.4,0.06
0.4,0.28,0.41,0.05
0.28,0.28,0.1,0.05
0.28,0.28,0.06,0.05
0.28,0.28,0.06,0.05
0.27,0.39,0.09,0.05
0.27,0.4,0.07,0.05
0.28,0.41,0.06,0.05
0.28,0.1,0.05,0.06
0.28,0.06,0.05,0.13
0.28,0.06,0.05,1.48
0.39,0.09,0.05,2.46
0.4,0.07,0.06,2.46
0.41,0.06,0.05,2.46
0.1,0.05,0.05,1.13
0.06,0.05,0.05,0.32
0.06,0.05,0.05,0.11
0.09,0.05,0.05,0.12
0.07,0.06,0.05,0.07
0.06,0.05,0.05,0.06
0.05,0.05,0.06,0.05
0.05,0.05,0.13,0.04
0.05,0.05,1.48,0.04
0.05,0.05,2.46,0.04
0.06,0.05,2.46,0.05
0.05,0.05,2.46,0.1
0.05,0.06,1.13,0.12
0.05,0.13,0.32,0.14
0.05,1.48,0.11,0.2
0.05,2.46,0.12,0.22
0.05,2.46,0.07,0.2
0.05,2.46,0.06,0.2
0.06,1.13,0.05,0.2
0.13,0.32,0.04,0.27
1.48,0.11,0.04,0.28
2.46,0.12,0.04,0.28
2.46,0.07,0.05,0.31
2.46,0.06,0.1,0.59
1.13,0.05,0.12,0.56
0.32,0.04,0.14,0.28
0.11,0.04,0.2,0.15
0.12,0.04,0.22,0.09
0.07,0.05,0.2,0.05
0.06,0.1,0.2,0.05
0.05,0.12,0.2,0.05
0.04,0.14,0.27,0.05
0.04,0.2,0.28,0.05
0.04,0.22,0.28,0.05
0.05,0.2,0.31,0.44
0.1,0.2,0.59,1.46
0.12,0.2,0.56,2.46
0.14,0.27,0.28,2.46
0.2,0.28,0.15,1.39
0.22,0.28,0.09,0.98
0.2,0.31,0.05,0.76
0.2,0.59,0.05,0.75
0.2,0.56,0.05,0.64
0.27,0.28,0.05,0.61
0.28,0.15,0.05,0.67
0.28,0.09,0.05,1.38
0.31,0.05,0.44,0.78
0.59,0.05,1.46,0.65
0.56,0.05,2.46,0.64
0.28,0.05,2.46,0.46
0.15,0.05,1.39,0.11
0.09,0.05,0.98,0.07
0.05,0.44,0.76,0.05
0.05,1.46,0.75,0.03
0.05,2.46,0.64,0.02
0.05,2.46,0.61,0.02
0.05,1.39,0.67,0.02
0.05,0.98,1.38,0.06
0.44,0.76,0.78,0.2
1.46,0.75,0.65,1.47
2.46,0.64,0.64,2.47
2.46,0.61,0.46,2.71
1.39,0.67,0.11,2.71
0.98,1.38,0.07,2.36
0.76,0.78,0.05,1.4
0.75,0.65,0.03,0.77
0.64,0.64,0.02,0.71
0.61,0.46,0.02,0.66
0.67,0.11,0.02,0.64
1.38,0.07,0.06,0.59
0.78,0.05,0.2,0.59
0.65,0.03,1.47,0.5
0.64,0.02,2.47,0.28
0.46,0.02,2.71,0.17
0.11,0.02,2.71,0.09
0.07,0.06,2.36,0.02
0.05,0.2,1.4,0.01
0.03,1.47,0.77,0.01
0.02,2.47,0.71,0.01
0.02,2.71,0.66,0.01
0.02,2.71,0.64,0.01
0.06,2.36,0.59,0.01
0.2,1.4,0.59,0.02
1.47,0.77,0.5,0.06
2.47,0.71,0.28,0.25
2.71,0.66,0.17,0.28
2.71,0.64,0.09,0.34
2.36,0.59,0.02,0.39
1.4,0.59,0.01,0.66
0.77,0.5,0.01,0.64
0.71,0.28,0.01,0.54
0.66,0.17,0.01,0.53
0.64,0.09,0.01,0.5
0.59,0.02,0.01,0.49
0.59,0.01,0.02,0.45
0.5,0.01,0.06,0.52
0.28,0.01,0.25,0.57
0.17,0.01,0.28,0.56
0.09,0.01,0.34,0.37
0.02,0.01,0.39,0.3
0.01,0.02,0.66,0.26
0.01,0.06,0.64,0.11
0.01,0.25,0.54,0.07
0.01,0.28,0.53,0.05
0.01,0.34,0.5,0.02
0.01,0.39,0.49,0.02
0.02,0.66,0.45,0.05
0.06,0.64,0.52,0.06
0.25,0.54,0.57,0.07
0.28,0.53,0.56,0.08
0.34,0.5,0.37,0.08
0.39,0.49,0.3,0.1
0.66,0.45,0.26,0.14
0.64,0.52,0.11,0.25
0.54,0.57,0.07,0.19
0.53,0.56,0.05,0.11
0.5,0.37,0.02,0.11
0.49,0.3,0.02,0.09
0.45,0.26,0.05,0.06
0.52,0.11,0.06,0.05
0.57,0.07,0.07,0.05
0.56,0.05,0.08,0.04
0.37,0.02,0.08,0.03
0.3,0.02,0.1,0.06
0.26,0.05,0.14,0.06
0.11,0.06,0.25,0.08
0.07,0.07,0.19,0.09
0.05,0.08,0.11,0.08
0.02,0.08,0.11,0.09
0.02,0.1,0.09,0.11
0.05,0.14,0.06,0.18
0.06,0.25,0.05,1.99
0.07,0.19,0.05,0.84
0.08,0.11,0.04,0.3
0.08,0.11,0.03,0.16
0.1,0.09,0.06,0.17
0.14,0.06,0.06,0.17
0.25,0.05,0.08,0.19
0.19,0.05,0.09,0.22
0.11,0.04,0.08,0.13
0.11,0.03,0.09,0.15
0.09,0.06,0.11,0.17
0.06,0.06,0.18,0.13
0.05,0.08,1.99,0.13
0.05,0.09,0.84,0.14
0.04,0.08,0.3,0.15
0.03,0.09,0.16,0.18
0.06,0.11,0.17,0.59
0.06,0.18,0.17,0.59
0.08,1.99,0.19,0.35
0.09,0.84,0.22,0.35
0.08,0.3,0.13,0.3
0.09,0.16,0.15,0.3
0.11,0.17,0.17,0.26
0.18,0.17,0.13,0.33
1.99,0.19,0.13,0.69
0.84,0.22,0.14,0.6
0.3,0.13,0.15,0.37
0.16,0.15,0.18,0.26
0.17,0.17,0.59,0.27
0.17,0.13,0.59,0.16
0.19,0.13,0.35,0.16
0.22,0.14,0.35,0.21
0.13,0.15,0.3,0.27
0.15,0.18,0.3,0.46
0.17,0.59,0.26,0.77
0.13,0.59,0.33,0.78
0.13,0.35,0.69,0.61
0.14,0.35,0.6,0.37
0.15,0.3,0.37,0.23
0.18,0.3,0.26,0.1
0.59,0.26,0.27,0.69
0.59,0.33,0.16,0.37
0.35,0.69,0.16,0.3
0.35,0.6,0.21,0.3
0.3,0.37,0.27,0.26
0.3,0.26,0.46,0.24
0.26,0.27,0.77,0.06
0.33,0.16,0.78,0.34
0.69,0.16,0.61,0.73
0.6,0.21,0.37,0.74
0.37,0.27,0.23,0.68
0.26,0.46,0.1,0.7
0.27,0.77,0.69,0.48
0.16,0.78,0.37,0.3
0.16,0.61,0.3,0.28
0.21,0.37,0.3,0.29
0.27,0.23,0.26,0.32
0.46,0.1,0.24,0.25
0.77,0.69,0.06,0.41
0.78,0.37,0.34,0.31
0.61,0.3,0.73,0.22
0.37,0.3,0.74,0.24
0.23,0.26,0.68,0.1
0.1,0.24,0.7,0.07
0.69,0.06,0.48,0.04
0.37,0.34,0.3,0.03
0.3,0.73,0.28,0.02
0.3,0.74,0.29,0.02
0.26,0.68,0.32,0.03
0.24,0.7,0.25,0.04
0.06,0.48,0.41,0.05
0.34,0.3,0.31,0.05
0.73,0.28,0.22,0.05
0.74,0.29,0.24,0.05
0.68,0.32,0.1,0.05
0.7,0.25,0.07,0.05
0.48,0.41,0.04,0.05
0.3,0.31,0.03,0.04
0.28,0.22,0.02,0.04
0.29,0.24,0.02,0.04
0.32,0.1,0.03,0.05
0.25,0.07,0.04,0.06
0.41,0.04,0.05,0.08
0.31,0.03,0.05,0.11
0.22,0.02,0.05,0.12
0.24,0.02,0.05,0.12
0.1,0.03,0.05,0.12
0.07,0.04,0.05,0.12
0.04,0.05,0.05,0.11
0.03,0.05,0.04,0.12
0.02,0.05,0.04,0.14
0.02,0.05,0.04,0.15
0.03,0.05,0.05,0.18
0.04,0.05,0.06,0.22
0.05,0.05,0.08,0.27
0.05,0.04,0.11,0.36
0.05,0.04,0.12,0.55
0.05,0.04,0.12,0.7
0.05,0.05,0.12,0.59
0.05,0.06,0.12,0.49
0.05,0.08,0.11,0.47
0.04,0.11,0.12,0.39
0.04,0.12,0.14,0.34
0.04,0.12,0.15,0.34
0.05,0.12,0.18,0.34
0.06,0.12,0.22,0.39
0.08,0.11,0.27,0.49
0.11,0.12,0.36,0.49
0.12,0.14,0.55,0.44
0.12,0.15,0.7,0.42
0.12,0.18,0.59,0.34
0.12,0.22,0.49,0.26
0.11,0.27,0.47,0.2
0.12,0.36,0.39,0.19
0.14,0.55,0.34,0.17
0.15,0.7,0.34,0.17
0.18,0.59,0.34,0.16
0.22,0.49,0.39,0.14
0.27,0.47,0.49,0.13
0.36,0.39,0.49,0.16
0.55,0.34,0.44,0.18
0.7,0.34,0.42,0.18
0.59,0.34,0.34,0.19
0.49,0.39,0.26,0.2
0.47,0.49,0.2,0.25
0.39,0.49,0.19,0.25
0.34,0.44,0.17,0.36
0.34,0.42,0.17,0.38
0.34,0.34,0.16,0.45
0.39,0.26,0.14,0.44
0.49,0.2,0.13,0.39
0.49,0.19,0.16,0.29
0.44,0.17,0.18,0.27
0.42,0.17,0.18,0.38
0.34,0.16,0.19,0.27
0.26,0.14,0.2,0.16
0.2,0.13,0.25,0.1
0.19,0.16,0.25,0.09
0.17,0.18,0.36,0.07
0.17,0.18,0.38,0.07
0.16,0.19,0.45,0.08
0.14,0.2,0.44,0.07
0.13,0.25,0.39,0.09
0.16,0.25,0.29,0.12
0.18,0.36,0.27,0.16
0.18,0.38,0.38,0.25
0.19,0.45,0.27,0.3
0.2,0.44,0.16,0.29
0.25,0.39,0.1,0.26
0.25,0.29,0.09,0.24
0.36,0.27,0.07,0.24
0.38,0.38,0.07,0.25
0.45,0.27,0.08,0.22
0.44,0.16,0.07,0.19
0.39,0.1,0.09,0.25
0.29,0.09,0.12,0.24
0.27,0.07,0.16,0.14
0.38,0.07,0.25,0.11
0.27,0.08,0.3,0.09
0.16,0.07,0.29,0.08
0.1,0.09,0.26,0.1
0.09,0.12,0.24,0.09
0.07,0.16,0.24,0.09
0.07,0.25,0.25,0.08
0.08,0.3,0.22,0.07
0.07,0.29,0.19,0.07
0.09,0.26,0.25,0.09
0.12,0.24,0.24,0.1
0.16,0.24,0.14,0.12
0.25,0.25,0.11,0.16
0.3,0.22,0.09,0.14
0.29,0.19,0.08,0.14
0.26,0.25,0.1,0.14
0.24,0.24,0.09,0.14
0.24,0.14,0.09,0.14
0.25,0.11,0.08,0.14
0.22,0.09,0.07,0.14
0.19,0.08,0.07,0.16
0.25,0.1,0.09,0.16
0.24,0.09,0.1,0.14
0.14,0.09,0.12,0.13
0.11,0.08,0.16,0.1
0.09,0.07,0.14,0.1
0.08,0.07,0.14,0.1
0.1,0.09,0.14,0.09
0.09,0.1,0.14,0.1
0.09,0.12,0.14,0.09
0.08,0.16,0.14,0.1
0.07,0.14,0.14,0.1
0.07,0.14,0.16,0.1
0.09,0.14,0.16,0.1
0.1,0.14,0.14,0.12
0.12,0.14,0.13,0.14
0.16,0.14,0.1,0.14
0.14,0.14,0.1,0.14
0.14,0.16,0.1,0.13
0.14,0.16,0.09,0.12
0.14,0.14,0.1,0.12
0.14,0.13,0.09,0.13
0.14,0.1,0.1,0.14
0.14,0.1,0.1,0.16
0.16,0.1,0.1,0.16
0.16,0.09,0.1,0.17
0.14,0.1,0.12,0.16
0.13,0.09,0.14,0.14
0.1,0.1,0.14,0.13
0.1,0.1,0.14,0.11
0.1,0.1,0.13,0.1
0.09,0.1,0.12,0.11
0.1,0.12,0.12,0.13
0.09,0.14,0.13,0.14
0.1,0.14,0.14,0.13
0.1,0.14,0.16,0.12
0.1,0.13,0.16,0.12
0.1,0.12,0.17,0.1
0.12,0.12,0.16,0.13
0.14,0.13,0.14,0.15
0.14,0.14,0.13,0.16
0.14,0.16,0.11,0.16
0.13,0.16,0.1,0.15
0.12,0.17,0.11,0.14
0.12,0.16,0.13,0.13
0.13,0.14,0.14,0.13
0.14,0.13,0.13,0.14
0.16,0.11,0.12,0.14
0.16,0.1,0.12,0.14
0.17,0.11,0.1,0.14
0.16,0.13,0.13,0.14
0.14,0.14,0.15,0.14
0.13,0.13,0.16,0.12
0.11,0.12,0.16,0.09
0.1,0.12,0.15,0.08
0.11,0.1,0.14,0.08
0.13,0.13,0.13,0.07
0.14,0.15,0.13,0.07
0.13,0.16,0.14,0.07
0.12,0.16,0.14,0.1
0.12,0.15,0.14,0.13
0.1,0.14,0.14,0.18
0.13,0.13,0.14,0.26
0.15,0.13,0.14,0.2
0.16,0.14,0.12,0.29
0.16,0.14,0.09,0.35
0.15,0.14,0.08,0.29
0.14,0.14,0.08,0.27
0.13,0.14,0.07,0.24
0.13,0.14,0.07,0.21
0.14,0.12,0.07,0.2
0.14,0.09,0.1,0.2
0.14,0.08,0.13,0.2
0.14,0.08,0.18,0.2
0.14,0.07,0.26,0.2
0.14,0.07,0.2,0.2
0.12,0.07,0.29,0.2
0.09,0.1,0.35,0.2
0.08,0.13,0.29,0.18
0.08,0.18,0.27,0.21
0.07,0.26,0.24,0.19
0.07,0.2,0.21,0.2
0.07,0.29,0.2,0.2
0.1,0.35,0.2,0.21
0.13,0.29,0.2,0.22
0.18,0.27,0.2,0.21
0.26,0.24,0.2,0.3
0.2,0.21,0.2,0.3
0.29,0.2,0.2,0.32
0.35,0.2,0.2,0.34
0.29,0.2,0.18,0.4
0.27,0.2,0.21,0.29
0.24,0.2,0.19,0.31
0.21,0.2,0.2,0.32
0.2,0.2,0.2,0.29
0.2,0.2,0.21,0.28
0.2,0.18,0.22,0.25
0.2,0.21,0.21,0.27
0.2,0.19,0.3,0.27
0.2,0.2,0.3,0.27
0.2,0.2,0.32,0.27
0.2,0.21,0.34,0.27
0.18,0.22,0.4,0.25
0.21,0.21,0.29,0.23
0.19,0.3,0.31,0.24
0.2,0.3,0.32,0.23
0.2,0.32,0.29,0.22
0.21,0.34,0.28,0.23
0.22,0.4,0.25,0.21
0.21,0.29,0.27,0.22
0.3,0.31,0.27,0.26
0.3,0.32,0.27,0.35
0.32,0.29,0.27,0.34
0.34,0.28,0.27,0.32
0.4,0.25,0.25,0.29
0.29,0.27,0.23,0.29
0.31,0.27,0.24,0.28
0.32,0.27,0.23,0.26
0.29,0.27,0.22,0.33
0.28,0.27,0.23,0.31
0.25,0.25,0.21,0.29
0.27,0.23,0.22,0.3
0.27,0.24,0.26,0.29
0.27,0.23,0.35,0.26
0.27,0.22,0.34,0.27
0.27,0.23,0.32,0.24
0.25,0.21,0.29,0.24
0.23,0.22,0.29,0.25
0.24,0.26,0.28,0.27
0.23,0.35,0.26,0.27
0.22,0.34,0.33,0.28
0.23,0.32,0.31,0.29
0.21,0.29,0.29,0.36
0.22,0.29,0.3,0.39
0.26,0.28,0.29,0.44
0.35,0.26,0.26,0.42
0.34,0.33,0.27,0.39
0.32,0.31,0.24,0.34
0.29,0.29,0.24,0.32
0.29,0.3,0.25,0.37
0.28,0.29,0.27,0.38
0.26,0.26,0.27,0.36
0.33,0.27,0.28,0.39
0.31,0.24,0.29,0.35
0.29,0.24,0.36,0.35
0.3,0.25,0.39,0.37
0.29,0.27,0.44,0.38
0.26,0.27,0.42,0.38
0.27,0.28,0.39,0.37
0.24,0.29,0.34,0.34
0.24,0.36,0.32,0.3
0.25,0.39,0.37,0.37
0.27,0.44,0.38,0.4
0.27,0.42,0.36,0.44
0.28,0.39,0.39,0.41
0.29,0.34,0.35,0.4
0.36,0.32,0.35,0.39
0.39,0.37,0.37,0.4
0.44,0.38,0.38,0.39
0.42,0.36,0.38,0.55
0.39,0.39,0.37,0.52
0.34,0.35,0.34,0.48
0.32,0.35,0.3,0.41
0.37,0.37,0.37,0.38
0.38,0.38,0.4,0.39
0.36,0.38,0.44,0.4
0.39,0.37,0.41,0.39
0.35,0.34,0.4,0.37
0.35,0.3,0.39,0.37
0.37,0.37,0.4,0.38
0.38,0.4,0.39,0.39
0.38,0.44,0.55,0.39
0.37,0.41,0.52,0.38
0.34,0.4,0.48,0.38
0.3,0.39,0.41,0.38
0.37,0.4,0.38,0.41
0.4,0.39,0.39,0.5
0.44,0.55,0.4,0.49
0.41,0.52,0.39,0.5
0.4,0.48,0.37,0.49
0.39,0.41,0.37,0.45
0.4,0.38,0.38,0.43
0.39,0.39,0.39,0.6
0.55,0.4,0.39,0.65
0.52,0.39,0.38,0.69
0.48,0.37,0.38,0.64
0.41,0.37,0.38,0.63
0.38,0.38,0.41,0.6
0.39,0.39,0.5,0.51
0.4,0.39,0.49,0.55
0.39,0.38,0.5,0.57
0.37,0.38,0.49,0.57
0.37,0.38,0.45,0.6
0.38,0.41,0.43,0.59
0.39,0.5,0.6,0.58
0.39,0.49,0.65,0.6
0.38,0.5,0.69,0.65
0.38,0.49,0.64,0.64
0.38,0.45,0.63,0.55
0.41,0.43,0.6,0.55
0.5,0.6,0.51,0.51
0.49,0.65,0.55,0.49
0.5,0.69,0.57,0.5
0.49,0.64,0.57,0.51
0.45,0.63,0.6,0.54
0.43,0.6,0.59,0.49
0.6,0.51,0.58,0.52
0.65,0.55,0.6,0.53
0.69,0.57,0.65,0.74
0.64,0.57,0.64,0.88
0.63,0.6,0.55,0.82
0.6,0.59,0.55,0.74
0.51,0.58,0.51,0.56
0.55,0.6,0.49,0.67
0.57,0.65,0.5,0.86
0.57,0.64,0.51,2.03
0.6,0.55,0.54,3.73
0.59,0.55,0.49,4.42
0.58,0.51,0.52,4.95
0.6,0.49,0.53,4.95
0.65,0.5,0.74,4.32
0.64,0.51,0.88,3.78
0.55,0.54,0.82,2.39
0.55,0.49,0.74,1.27
0.51,0.52,0.56,1.82
0.49,0.53,0.67,1.9
0.5,0.74,0.86,2.09
0.51,0.88,2.03,2.32
0.54,0.82,3.73,3.57
0.49,0.74,4.42,2.96
0.52,0.56,4.95,5.04
0.53,0.67,4.95,1.2
0.74,0.86,4.32,2.49
0.88,2.03,3.78,2.49
0.82,3.73,2.39,0.92
0.74,4.42,1.27,0.83
0.56,4.95,1.82,0.82
0.67,4.95,1.9,0.74
0.86,4.32,2.09,0.7
2.03,3.78,2.32,0.6
3.73,2.39,3.57,0.59
4.42,1.27,2.96,0.57
4.95,1.82,5.04,0.58
4.95,1.9,1.2,0.64
4.32,2.09,2.49,0.58
3.78,2.32,2.49,0.55
2.39,3.57,0.92,0.53
1.27,2.96,0.83,0.55
1.82,5.04,0.82,0.59
1.9,1.2,0.74,0.59
2.09,2.49,0.7,0.58
2.32,2.49,0.6,0.74
3.57,0.92,0.59,0.84
2.96,0.83,0.57,0.63
5.04,0.82,0.58,0.99
1.2,0.74,0.64,1.49
2.49,0.7,0.58,1.77
2.49,0.6,0.55,1.76
0.92,0.59,0.53,1.04
0.83,0.57,0.55,1.06
0.82,0.58,0.59,1.1
0.74,0.64,0.59,1.12
0.7,0.58,0.58,1.34
0.6,0.55,0.74,0.89
0.59,0.53,0.84,0.85
0.57,0.55,0.63,0.77
0.58,0.59,0.99,0.85
0.64,0.59,1.49,0.86
0.58,0.58,1.77,0.85
0.55,0.74,1.76,0.76
0.53,0.84,1.04,0.59
0.55,0.63,1.06,0.75
0.59,0.99,1.1,0.74
0.59,1.49,1.12,0.73
0.58,1.77,1.34,0.73
0.74,1.76,0.89,0.74
0.84,1.04,0.85,0.76
0.63,1.06,0.77,0.78
0.99,1.1,0.85,0.78
1.49,1.12,0.86,0.88
1.77,1.34,0.85,0.91
1.76,0.89,0.76,0.9
1.04,0.85,0.59,0.92
1.06,0.77,0.75,0.91
1.1,0.85,0.74,0.89
1.12,0.86,0.73,0.87
1.34,0.85,0.73,0.86
0.89,0.76,0.74,0.79
0.85,0.59,0.76,0.77
0.77,0.75,0.78,0.76
0.85,0.74,0.78,0.77
0.86,0.73,0.88,0.79
0.85,0.73,0.91,0.77
0.76,0.74,0.9,0.75
0.59,0.76,0.92,0.71
0.75,0.78,0.91,0.73
0.74,0.78,0.89,0.73
0.73,0.88,0.87,0.74
0.73,0.91,0.86,0.74
0.74,0.9,0.79,0.74
0.76,0.92,0.77,0.75
0.78,0.91,0.76,0.79
0.78,0.89,0.77,0.98
0.88,0.87,0.79,0.91
0.91,0.86,0.77,0.91
0.9,0.79,0.75,0.82
0.92,0.77,0.71,0.81
0.91,0.76,0.73,0.82
0.89,0.77,0.73,0.87
0.87,0.79,0.74,0.91
0.86,0.77,0.74,0.91
0.79,0.75,0.74,0.93
0.77,0.71,0.75,0.91
0.76,0.73,0.79,0.8
0.77,0.73,0.98,0.9
0.79,0.74,0.91,0.95
0.77,0.74,0.91,0.92
0.75,0.74,0.82,0.86
0.71,0.75,0.81,0.73
0.73,0.79,0.82,0.8
0.73,0.98,0.87,0.78
0.74,0.91,0.91,0.8
0.74,0.91,0.91,0.79
0.74,0.82,0.93,0.78
0.75,0.81,0.91,0.86
0.79,0.82,0.8,0.92
0.98,0.87,0.9,0.9
0.91,0.91,0.95,0.99
0.91,0.91,0.92,1
0.82,0.93,0.86,1.01
0.81,0.91,0.73,1.01
0.82,0.8,0.8,0.99
0.87,0.9,0.78,1
0.91,0.95,0.8,0.96
0.91,0.92,0.79,0.96
0.93,0.86,0.78,0.95
0.91,0.73,0.86,0.95
0.8,0.8,0.92,0.97
0.9,0.78,0.9,0.94
0.95,0.8,0.99,0.9
0.92,0.79,1,0.9
0.86,0.78,1.01,0.91
0.73,0.86,1.01,0.82
0.8,0.92,0.99,0.91
0.78,0.9,1,0.9
0.8,0.99,0.96,0.91
0.79,1,0.96,0.93
0.78,1.01,0.95,0.95
0.86,1.01,0.95,0.99
0.92,0.99,0.97,0.85
0.9,1,0.94,1.01
0.99,0.96,0.9,1.08
1,0.96,0.9,1.25
1.01,0.95,0.91,1.12
1.01,0.95,0.82,1.01
0.99,0.97,0.91,1
1,0.94,0.9,1
0.96,0.9,0.91,1
0.96,0.9,0.93,1.01
0.95,0.91,0.95,1.01
0.95,0.82,0.99,1
0.97,0.91,0.85,1.88
0.94,0.9,1.01,1.8
0.9,0.91,1.08,1.34
0.9,0.93,1.25,1.3
0.91,0.95,1.12,1.11
0.82,0.99,1.01,1.13
0.91,0.85,1,2.6
0.9,1.01,1,2.6
0.91,1.08,1,2.51
0.93,1.25,1.01,2.45
0.95,1.12,1.01,2.37
0.99,1.01,1,2.37
0.85,1,1.88,1.23
1.01,1,1.8,1.25
1.08,1,1.34,1.41
1.25,1.01,1.3,1.33
1.12,1.01,1.11,1.31
1.01,1,1.13,1.1
1,1.88,2.6,1.08
1,1.8,2.6,1.05
1,1.34,2.51,1.09
1.01,1.3,2.45,1.3
1.01,1.11,2.37,1.89
1,1.13,2.37,2
1.88,2.6,1.23,2.19
1.8,2.6,1.25,2.5
1.34,2.51,1.41,2.65
1.3,2.45,1.33,2.15
1.11,2.37,1.31,2.05
1.13,2.37,1.1,1.47
2.6,1.23,1.08,1.03
2.6,1.25,1.05,1.02
2.51,1.41,1.09,1.01
2.45,1.33,1.3,1.01
2.37,1.31,1.89,1.02
2.37,1.1,2,1.22
1.23,1.08,2.19,1.02
1.25,1.05,2.5,2.46
1.41,1.09,2.65,2.81
1.33,1.3,2.15,4.59
1.31,1.89,2.05,4.05
1.1,2,1.47,3.59
1.08,2.19,1.03,3.51
1.05,2.5,1.02,2.83
1.09,2.65,1.01,2.73
1.3,2.15,1.01,2.67
1.89,2.05,1.02,2.77
2,1.47,1.22,2.7
2.19,1.03,1.02,1.53
2.5,1.02,2.46,1.05
2.65,1.01,2.81,1.01
2.15,1.01,4.59,1
2.05,1.02,4.05,0.88
1.47,1.22,3.59,0.7
1.03,1.02,3.51,0.49
1.02,2.46,2.83,0.37
1.01,2.81,2.73,0.3
1.01,4.59,2.67,0.28
1.02,4.05,2.77,0.28
1.22,3.59,2.7,0.45
1.02,3.51,1.53,0.66
2.46,2.83,1.05,0.75
2.81,2.73,1.01,0.84
4.59,2.67,1,0.82
